Model,Count,Year,Month,ID,Mærke,Producent,Producent_nationalitet,Drivmiddel,CO2_Type,Segment
Volkswagen Arteon,89.0,2023,FY,1409.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
JAC e-JS4,85.0,2023,FY,1303.0,JAC,JAC Motors,Kina,Benzin,Fossil,Personbil
Peugeot 408,84.0,2023,FY,1400.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Kia Sorento,81.0,2023,FY,1246.0,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Peugeot 508,81.0,2023,FY,1320.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Jeep Avenger,81.0,2023,FY,1242.0,Jeep,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Opel Astra,76.0,2023,FY,1258.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Citroen C5 X,76.0,2023,FY,1435.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Toyota Proace City Verso,73.0,2023,FY,1327.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Mercedes-Benz EQS SUV,72.0,2023,FY,1200.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,SUV/Crossover
Mercedes-Benz EQS,70.0,2023,FY,1169.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,El,Nul-emission,Personbil
Xpeng P7,70.0,2023,FY,1279.0,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Audi e-tron,68.0,2023,FY,1335.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Mini Cooper,67.0,2023,FY,1371.0,Mini,BMW Group,Tyskland,Benzin,Fossil,Personbil
Honda CR-V,63.0,2023,FY,1127.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
DS 7 Crossback,62.0,2023,FY,1300.0,DS,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Mercedes-Benz B-Klasse,61.0,2023,FY,1256.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
MG 5,61.0,2023,FY,1442.0,MG,SAIC Motor (MG),Kina,Benzin,Fossil,Personbil
Tesla Model X,59.0,2023,FY,1214.0,Tesla,"Tesla, Inc.",USA,El,Nul-emission,Personbil
Hyundai Santa Fe,59.0,2023,FY,1240.0,Hyundai,Hyundai Motor Group,Sydkorea,Benzin,Fossil,SUV/Crossover
Volkswagen Caravelle,57.0,2023,FY,1217.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Hongqi E-HS9,56.0,2023,FY,1236.0,Hongqi,FAW (Hongqi),Kina,El,Nul-emission,Personbil
Porsche Cayenne,55.0,2023,FY,1208.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Land Rover Range Rover Sport,54.0,2023,FY,1196.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Ford Mustang,52.0,2023,FY,1378.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Ford Tourneo Custom,52.0,2023,FY,1082.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Mercedes-Benz V-Klasse,52.0,2023,FY,1171.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mitsubishi ASX,51.0,2023,FY,1374.0,Mitsubishi,Mitsubishi Motors,Japan,Benzin,Fossil,Personbil
Nissan Micra,49.0,2023,FY,1055.0,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Honda HR-V,48.0,2023,FY,1149.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Toyota Prius,48.0,2023,FY,1326.0,Toyota,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
Porsche 911,46.0,2023,FY,1264.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Honda e:Ny1,46.0,2023,FY,1086.0,Honda,Honda Motor Co.,Japan,El,Nul-emission,Personbil
Subaru Solterra,44.0,2023,FY,1113.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,Personbil
Citroen e-SpaceTourer,43.0,2023,FY,1228.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
BMW I7,42.0,2023,FY,1146.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BMW I7,42.0,2023,FY,,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Audi TT,39.0,2023,FY,1433.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Opel Zafira,39.0,2023,FY,1205.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Volvo S90,38.0,2023,FY,1380.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Honda Civic,37.0,2023,FY,1163.0,Honda,Honda Motor Co.,Japan,Hybrid,Lav-emission,Personbil
Ford S-Max,36.0,2023,FY,1405.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Nilsson Hearse,35.0,2023,FY,1202.0,Nilsson Hearse,Nilsson Hearse,Sverige,Benzin,Fossil,Varebil/MPV
Suzuki Swace,34.0,2023,FY,1270.0,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,Personbil
Land Rover Range Rover,34.0,2023,FY,1283.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
BYD Seal,32.0,2023,FY,1107.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Porsche Macan,31.0,2023,FY,1119.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Citroen Berlingo,31.0,2023,FY,1117.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Renault Zoe,29.0,2023,FY,1387.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
Lexus UX,28.0,2023,FY,1253.0,Lexus,Toyota Motor Corporation,Japan,Hybrid,Lav-emission,Personbil
DS 7,28.0,2023,FY,1384.0,DS,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Alfa Romeo Tonale,27.0,2023,FY,1397.0,Alfa Romeo,Stellantis,Europæisk (Multinational),Benzin,Fossil,SUV/Crossover
Opel Combo,26.0,2023,FY,1319.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Audi Q7,25.0,2023,FY,1293.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz S-Klasse,25.0,2023,FY,1201.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Audi e-tron GT,23.0,2023,FY,1284.0,Audi,Volkswagen Group,Tyskland,El,Nul-emission,Personbil
Lexus ES,22.0,2023,FY,1375.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Porsche Panamera,21.0,2023,FY,1265.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Nio ET5,21.0,2023,FY,1354.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Audi A8,20.0,2023,FY,1222.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Fiat Ducato,20.0,2023,FY,1302.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Audi A7,19.0,2023,FY,1393.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Volvo S60,19.0,2023,FY,1365.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
Volkswagen Crafter,17.0,2023,FY,1218.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Lindebjerg S1,17.0,2023,FY,1386.0,Lindebjerg,Lindebjerg,Danmark,El,Nul-emission,ATV/UTV/Andet
Porsche Cayman,17.0,2023,FY,1323.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Subaru Outback,16.0,2023,FY,1178.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,SUV/Crossover
Land Rover Range Rover Evoque,15.0,2023,FY,1287.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,El,Fossil,SUV/Crossover
Peugeot Rifter,15.0,2023,FY,1262.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Jia Ji S45,15.0,2023,FY,,Jia Ji,Geely (Lynk & Co),Kina,El,Nul-emission,Kabinescooter
Cupra Ateca,14.0,2023,FY,1298.0,Cupra,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Lexus RZ,14.0,2023,FY,1075.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Lamborghini Urus,13.0,2023,FY,1394.0,Lamborghini,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Toyota GR86,13.0,2023,FY,1388.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Ford Tourneo Connect,13.0,2023,FY,1234.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Varebil/MPV
Mercedes-Benz SL,13.0,2023,FY,1315.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Mercedes-Benz Vito,12.0,2023,FY,1156.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Mercedes-Benz GLS,11.0,2023,FY,1314.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Volkswagen California,11.0,2023,FY,,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Lotus Eletre,11.0,2023,FY,1254.0,Lotus,Geely (Lynk & Co),Kina,Benzin,Fossil,Personbil
BMW X2,10.0,2023,FY,1434.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Mercedes-Benz G-Klasse,10.0,2023,FY,1170.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Lexus RX,10.0,2023,FY,1308.0,Lexus,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Mercedes-Benz Citan,10.0,2023,FY,1313.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Varebil/MPV
Peugeot Traveller,9.0,2023,FY,1321.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Maxus Euniq5,9.0,2023,FY,1198.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,SUV/Crossover
Honda E,9.0,2023,FY,1451.0,Honda,Honda Motor Co.,Japan,Benzin,Fossil,Personbil
Land Rover Discovery Sport,9.0,2023,FY,1251.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Nio EL7,8.0,2023,FY,1443.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Eagle Golf Car,8.0,2023,FY,1188.0,Eagle,"Eagle Golf Cars, LLC",USA,EL,Nul-emission,ATV/UTV/Andet
Polaris Ranger,8.0,2023,FY,1404.0,Polaris,Polaris,USA,Benzin,Fossil,ATV/UTV/Andet
Xingyun UTV,8.0,2023,FY,1333.0,Xingyun,Shandong Xingyun,Kina,El,Nul-emission,ATV/UTV/Andet
Toyota Camry,8.0,2023,FY,1385.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Toyota Land Cruiser,8.0,2023,FY,1272.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Voyah Free,8.0,2023,FY,1332.0,Voyah,Dongfeng (Voyah),Kina,El,Nul-emission,Personbil
Land Rover Range Rover Velar,7.0,2023,FY,1307.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Mercedes-Benz AMG GT,7.0,2023,FY,1312.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
Subaru Forester,7.0,2023,FY,1212.0,Subaru,Subaru Corporation,Japan,Benzin,Fossil,SUV/Crossover
BMW 7'er,7.0,2023,FY,1295.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Citroen Jumpy,7.0,2023,FY,1458.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
BMW XM,7.0,2023,FY,1396.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Ferrari 812,7.0,2023,FY,1417.0,Ferrari,Ferrari,Italien,Benzin,Fossil,Personbil
Maxus e-Deliver 3,7.0,2023,FY,1280.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,Varebil/MPV
Toyota Proace,6.0,2023,FY,1215.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
Maserati Grecale,6.0,2023,FY,1152.0,Maserati,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Volkswagen Transporter,6.0,2023,FY,1351.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Varebil/MPV
Nio ET7,6.0,2023,FY,1453.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Jaguar F-Pace,6.0,2023,FY,1304.0,Jaguar,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,Personbil
Regal Raptor Rex Cargo,6.0,2023,FY,1402.0,Regal Raptor,Regal Raptor,Sydafrika,El,Nul-emission,Kabinescooter
HDK NRG Car,6.0,2023,FY,1360.0,HDK,HDK Automotive,Kina,El,Nul-emission,ATV/UTV/Andet
Nio EL6,6.0,2023,FY,1362.0,Nio,NIO,Kina,El,Nul-emission,Personbil
Bach YM2000DP,5.0,2023,FY,1294.0,Bach,Bach,Danmark,El,Nul-emission,Kabinescooter
Can-Am Outlander,5.0,2023,FY,1226.0,Can-Am,Bombardier Recreational Products,Canada,Benzin,Fossil,ATV/UTV/Andet
Maxus e-Deliver 9,5.0,2023,FY,1166.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,Varebil/MPV
BYD Tang,5.0,2023,FY,1126.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Ferrari 296,5.0,2023,FY,1421.0,Ferrari,Ferrari,Italien,Benzin,Fossil,Personbil
DS 9,5.0,2023,FY,,DS,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Subaru XV,5.0,2023,FY,,Subaru,Subaru Corporation,Japan,Benzin,Fossil,Personbil
Citroen AMI,5.0,2023,FY,1390.0,Citroen,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Land Rover Defender,4.0,2023,FY,1250.0,Land Rover,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,SUV/Crossover
Ford Galaxy,4.0,2023,FY,1438.0,Ford,Ford Motor Company,USA,Benzin,Fossil,Personbil
Jaguar I-Pace,4.0,2023,FY,1305.0,Jaguar,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,Personbil
BMW Z4,4.0,2023,FY,1225.0,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Suzuki Across,4.0,2023,FY,,Suzuki,Suzuki Motor Corporation,Japan,Benzin,Fossil,SUV/Crossover
Volkswagen Touareg,4.0,2023,FY,1382.0,Volkswagen,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
CFMOTO CForce 1000,4.0,2023,FY,1395.0,CFMOTO,CFMOTO,Kina,Benzin,Fossil,ATV/UTV/Andet
Eagle,4.0,2023,FY,1301.0,Eagle,"Eagle Golf Cars, LLC",USA,El,Nul-emission,Personbil
Harley Davidson FLRT,4.0,2023,FY,1403.0,Harley Davidson,Harley Davidson,USA,Benzin,Fossil,ATV/UTV/Andet
Toyota Proace City,4.0,2023,FY,1290.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Varebil/MPV
SsangYong Korando,4.0,2023,FY,,SsangYong,KG Mobility (tidl. SsangYong),Sydkorea,Benzin,Fossil,Personbil
Volvo EX30,4.0,2023,FY,1056.0,Volvo,Geely (Lynk & Co),Kina,Benzin,Fossil,SUV/Crossover
Mazda 6,3.0,2023,FY,1441.0,Mazda,Mazda Motor Corporation,Japan,Benzin,Fossil,Personbil
BMW 8'er,3.0,2023,FY,,BMW,BMW Group,Tyskland,Benzin,Fossil,Personbil
Fiat Panda,3.0,2023,FY,1447.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Kia Soul,3.0,2023,FY,,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Hecht 59399,3.0,2023,FY,1450.0,Hecht,Diverse,Kina,Benzin,Fossil,ATV/UTV/Andet
Italcar C2C,3.0,2023,FY,1452.0,Italcar,Italcar Industrial S.r.l.,Italien,El,Nul-emission,ATV/UTV/Andet
Smart Fortwo,3.0,2023,FY,1454.0,Smart,Mercedes-Benz/Geely (JV),Kina,El,Nul-emission,Personbil
BYD Han,3.0,2023,FY,1457.0,BYD,BYD Auto,Kina,Benzin,Fossil,Personbil
Mercedes-Benz CLS,3.0,2023,FY,1401.0,Mercedes-Benz,Mercedes-Benz Group,Tyskland,Benzin,Fossil,Personbil
BMW X7,3.0,2023,FY,1297.0,BMW,BMW Group,Tyskland,Benzin,Fossil,SUV/Crossover
Garia G22,3.0,2023,FY,1459.0,Garia,Garia,Danmark,Benzin,Fossil,Personbil
Aiways U6,3.0,2023,FY,,Aiways,Aiways,Kina,El,Nul-emission,Personbil
Jaguar E-Pace,3.0,2023,FY,,Jaguar,Jaguar Land Rover (Tata Motors),Indien,Benzin,Fossil,Personbil
BMW I3,3.0,2023,FY,1342.0,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
BMW I3,3.0,2023,FY,,BMW,BMW Group,Tyskland,El,Nul-emission,Personbil
Nissan Primastar,3.0,2023,FY,,Nissan,Nissan Motor Co.,Japan,Benzin,Fossil,Personbil
Rex Q7,3.0,2023,FY,1412.0,Rex,Rex GmbH,Tyskland,El,Nul-emission,Kabinescooter
Peugeot Expert,3.0,2023,FY,1363.0,Peugeot,Stellantis,Europæisk (Multinational),Benzin,Fossil,Varebil/MPV
Ferrari Purosangue,3.0,2023,FY,1190.0,Ferrari,Ferrari,Italien,Benzin,Fossil,Personbil
Polaris Ranger Kinetic,3.0,2023,FY,1389.0,Polaris,Polaris,USA,Benzin,Fossil,ATV/UTV/Andet
Bentley Bentayga,2.0,2023,FY,1183.0,Bentley,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Fiat Tipo,2.0,2023,FY,1437.0,Fiat,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Porsche 718 Spyder,2.0,2023,FY,1407.0,Porsche,Volkswagen Group,Tyskland,Benzin,Fossil,ATV/UTV/Andet
Toyota GR Supra,2.0,2023,FY,1408.0,Toyota,Toyota Motor Corporation,Japan,Benzin,Fossil,Personbil
Maxus MIFA 9,2.0,2023,FY,1310.0,Maxus,SAIC Motor (Maxus),Kina,Benzin,Fossil,Varebil/MPV
Segway Snarler,2.0,2023,FY,1418.0,Segway,Segway,Ukendt,Benzin,Fossil,ATV/UTV/Andet
Bentley Continental GT,2.0,2023,FY,1455.0,Bentley,Volkswagen Group,Tyskland,Benzin,Fossil,Personbil
Micro Microlino,2.0,2023,FY,,,,,,,
Audi Q8,2.0,2023,FY,1281.0,Audi,Volkswagen Group,Tyskland,Benzin,Fossil,SUV/Crossover
Hisun HS,2.0,2023,FY,1235.0,Hisun,"Chongqing Huansong Industrial (Group) Co., Ltd.",Kina,Benzin,Fossil,ATV/UTV/Andet
Xpeng P5,2.0,2023,FY,,Xpeng,XPeng,Kina,El,Nul-emission,Personbil
Kia Stinger,2.0,2023,FY,,Kia,Hyundai Motor Group,Sydkorea,Benzin,Fossil,Personbil
Ferrari SF90,2.0,2023,FY,,Ferrari,Ferrari,Italien,Benzin,Fossil,Personbil
Powerland Tachyon,2.0,2023,FY,1209.0,Powerland,Powerland,Ukendt,Benzin,Fossil,Personbil
Garia G21,2.0,2023,FY,,Garia,Garia,Danmark,Benzin,Fossil,Personbil
Renault Espace,2.0,2023,FY,1419.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Personbil
BAW Pony,2.0,2023,FY,1358.0,BAW,BAW,Ukendt,Benzin,Fossil,Personbil
Eagle European Business Car,1.0,2023,FY,1436.0,Eagle,"Eagle Golf Cars, LLC",USA,El,Nul-emission,Personbil
Jiayuan Eidola,1.0,2023,FY,1440.0,Jiayuan,Jiayuan Electric Vehicles,Kina,El,Nul-emission,Kabinescooter
Opel Insignia,1.0,2023,FY,1444.0,Opel,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Alfa Romeo Giulia,1.0,2023,FY,,Alfa Romeo,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Jeep Wrangler,1.0,2023,FY,1345.0,Jeep,Stellantis,Europæisk (Multinational),Benzin,Fossil,Personbil
Renault Trafic,1.0,2023,FY,1176.0,Renault,Renault Group,Frankrig,Benzin,Fossil,Varebil/MPV
Toyota Mirai,1.0,2023,FY,,Toyota,Toyota Motor Corporation,Japan,Brint,Nul-emission,Personbil
